id,date,jev_domain,jev_domain_name,jev_depth,jev_is_substantive,jev_has_rule,is_mental_model,is_featured,likes,retweets,replies,views,text,images_count,local_images,url
1868622785062572113,2024-12-16 11:42:43,discard,日常随笔,1.73,0.14,0.02,,归档记录,4,0,0,2353,@cryptopeterj 这跟我在哪个车上有关系吗？Rena一个自称做ai agent的项目，比Kra晚发了4天，网站都是像素级的抄袭，连aum和holding都写的一样，我看你简介写的是机构从业者，这样的项目你们过得了IC吗？ https://t.co/s4ZteYHtCx,2,images/1868622785062572113_0.jpg;images/1868622785062572113_1.jpg,https://x.com/Michael_Liu93/status/1868622785062572113
2065354450450165846,2026-06-12 08:44:08,discard,日常随笔,1.71,0.8,0.02,,归档记录,32,1,1,6331,"以上，是一套比较通用画行业图谱的方法，也是你做行业研究第一步该做的事情
1. 搞懂谁花钱
2. 搞懂为什么花这个钱
3. 搞懂花的钱都被谁赚走了",0,,https://x.com/Michael_Liu93/status/2065354450450165846
2060954573494501696,2026-05-31 05:20:35,discard,日常随笔,1.69,0.4,0.02,,归档记录,1,0,1,286,@fantxu @zhoutianya86284 比如IBKR为国人提供服务是否能被国内政府监管，如果不能，为什么币安会被监管,0,,https://x.com/Michael_Liu93/status/2060954573494501696
1841523570452922649,2024-10-02 17:00:07,discard,日常随笔,1.67,0.31,0.02,,归档记录,14,0,5,9957,多说一句，工具的返佣我会每个月跟群友截图公开有多少，扣除的工具开发和维护费用有多少，剩下的会进入奖金池，然后去设置个规则给早期的alpha caller分发，所以后期如果想入群的我仍然会推工具，因为这是目前为止唯一去做外部价值捕获的方式。,0,,https://x.com/Michael_Liu93/status/1841523570452922649
2071747136774115670,2026-06-30 00:06:23,discard,日常随笔,1.66,0.35,0.01,,归档记录,29,0,1,11161,这就像说移动联通有这么多用户和手机号，可以下场做IM做社交跟腾讯竞争。做过没？都做过，飞信沃友。现在回头看逻辑离谱吗？,0,,https://x.com/Michael_Liu93/status/2071747136774115670
2023643834559984082,2026-02-17 06:21:02,discard,日常随笔,1.63,0.08,0.01,,归档记录,6,0,3,6993,@lijiuer1 今年买烟花明显感觉消费降级了，两年前四五百抢不到的烟花，现在一百多就卖了，新年快乐九儿,0,,https://x.com/Michael_Liu93/status/2023643834559984082
1831871867361329663,2024-09-06 01:47:42,discard,日常随笔,1.61,0.6,0.02,,归档记录,3,0,0,4122,@BTCdayu A16Z这个体量已经是管理费就能吃的爽的了，对他们来说“把钱投出去”的压力要大于carry能拿到多少,0,,https://x.com/Michael_Liu93/status/1831871867361329663
2088142935707787640,2026-08-14 05:57:26,discard,日常随笔,1.6,0.38,0.02,,归档记录,2,0,1,1652,@lianyanshe 1万亿怎么可能，几个月前融的都1万亿了，不说收入这几个月又增长了，IPO定价肯定要比私募轮高啊,0,,https://x.com/Michael_Liu93/status/2088142935707787640
1911036299747951101,2025-04-12 12:38:53,discard,日常随笔,1.58,0.51,0.01,,归档记录,188,8,92,80525,"做账号，如果钻研的是如何搞流量和商业化，研究怎么做成一个项目方眼中的“优质kol” ，大概率就算粉丝量做起来了，也只能成为一块商业化价值很低的“广告牌”。有心的项目方已经在给求互关的打黑名单了。

没有哪个币圈的头部kol是靠接广子赚钱的，号做的成功基本都是本身热爱分享，结果无心插柳柳成荫。",0,,https://x.com/Michael_Liu93/status/1911036299747951101
1845384899278012906,2024-10-13 08:43:40,discard,日常随笔,1.58,0.42,0.02,,归档记录,0,0,0,518,@davincipromax 主要是中文kol的盘子就算角度不错，但是还是普遍太p了，很多都是自己和社区喊起来的，还是得找那些有对接靠谱项目方能力的,0,,https://x.com/Michael_Liu93/status/1845384899278012906
1932006287170289759,2025-06-09 09:26:08,discard,日常随笔,1.57,0.55,0.01,,归档记录,2,0,1,1738,@Billions_2022_ 确实，kaito之后真实的中腰部也更难再起号了，竞争的都是批量生产的营销号，中腰部流量拆的太散了。,0,,https://x.com/Michael_Liu93/status/1932006287170289759
1956083661297868912,2025-08-14 20:01:01,discard,日常随笔,1.56,0.51,0.02,,归档记录,28,1,2,4468,@beiyue66 这我认同。但本身rwa就新兴领域有灰色地带，100%资质够的又有谁呢？BN在资质上不也不可以向中国大陆公民提供服务。,0,,https://x.com/Michael_Liu93/status/1956083661297868912
1980480607106003084,2025-10-21 03:45:46,discard,日常随笔,1.55,0.65,0.01,,归档记录,201,6,90,92787,跟猫姐不熟，但昨晚看到关于收费群的讨论有感。我在进币圈之前看了六七年的企服，一开始在投行看，后来转到买方看，那时候笃定中国也能像美国一样跑出来万亿级别的to b企业，到后来看着这个赛道苟延残喘十多年，就是起不来。,0,,https://x.com/Michael_Liu93/status/1980480607106003084
1674791214552588288,2023-06-30 14:45:16,discard,日常随笔,1.53,0.38,0.02,,归档记录,0,0,1,116,"@theirish_man @HsakaTrades who are they going to name? Coinbase or Binance? there is no exchange that is compliant enough based on SEC's standard(eg. only sells BTC, don't hold client assets, etc)",0,,https://x.com/Michael_Liu93/status/1674791214552588288
1937082665817309662,2025-06-23 09:37:51,discard,日常随笔,1.48,0.28,0.01,,归档记录,123,2,89,94853,我其实很不理解为什么美国要直接下场参战的，前脚还在跟伊朗谈判，后脚就开飞机到人家把人家核设施炸了，还想让对面息事宁人peace&amp;love。这是逼着人家还手，这要是不报复政权还想不想要了，不打是死，打还有一线生机。但真要打，美国能成功啃下这个1亿人口的中东大国吗？这不是阿富汗和叙利亚，何况已,0,,https://x.com/Michael_Liu93/status/1937082665817309662
2024020141906837625,2026-02-18 07:16:20,discard,日常随笔,1.47,0.46,0.01,,归档记录,2,0,3,607,@SIRI2themoon @lilk1kopops 我也认同有社交做入口切支付会更容易，不过为啥agent经济的核心跟社交有关？,0,,https://x.com/Michael_Liu93/status/2024020141906837625
1952780875726503972,2025-08-05 17:16:56,discard,日常随笔,1.47,0.7,0.04,,归档记录,1,0,0,189,@opimusprime 得看项目质地，不过现在开盘能跟上轮vc轮价格持平就算不错了,0,,https://x.com/Michael_Liu93/status/1952780875726503972
2055291848424648903,2026-05-15 14:18:56,discard,日常随笔,1.43,0.27,0.02,,归档记录,76,2,56,61104,"多想几步潜在的利好：
1. 罗永浩关注了CZ，CZ至少得回关吧？
2. CZ的回复会是什么？
3. 罗永浩回归twitter，然后第一个开战的就是币圈，这些会不会被国内报道？是不是都是流量

BSC沉寂了很久了，这么大的流量网红引来的都是web2流量，币安不抓一波吗？",0,,https://x.com/Michael_Liu93/status/2055291848424648903
2055522547845001444,2026-05-16 05:35:39,discard,日常随笔,1.43,0.02,0.01,,归档记录,67,7,47,14883,"最近回购补剂和洗护用品，试了一下之前魏神跟大宇推荐的https://t.co/SdMJ8qSS7g，确实好用，产品放心很多，购物体验也好，成分含量都写的很清楚，价格也比国内平台便宜。

比如之前我用了快十年的一款paul",0,,https://x.com/Michael_Liu93/status/2055522547845001444
1977250868849492427,2025-10-12 05:51:57,discard,日常随笔,1.38,0.01,0.0,,归档记录,139,6,82,45158,"今天刷youtube解答了一个小时候一直很困惑的问题
为啥英语里的星期几不是oneday twoday threeday
而是Monday Tuesday Wednesday
好tm难背
原来英语里的Monday、Tuesday、Wednesday
这些星期几的词竟然是北欧神名字命名的
比如星期四Thursday是Thor's day（雷神索尔日）
星期二Tuesday是Tiw's https://t.co/gweJRGI85O",1,images/1977250868849492427_0.png,https://x.com/Michael_Liu93/status/1977250868849492427
1873726249547481542,2024-12-30 13:42:04,discard,日常随笔,1.3,0.08,0.02,,归档记录,3,0,2,2411,@0xpeterHan_sol 哈哈哈哈哈 “真是自然选择”的话spore早就g了，没有500k以上的🤣,0,,https://x.com/Michael_Liu93/status/1873726249547481542
1837440369656820138,2024-09-21 10:34:56,discard,日常随笔,1.3,0.33,0.01,,归档记录,1,0,4,2567,@BTCBruce1 贾命不好，当时乐视摊子虽然不小，但资金链突然断是被搞了，跟这轮许家印没什么区别。他要是能多熬两个月，发个ico乐视生态币，大概率能救活，可惜那会儿初期看不上，后期想到搞了又晚了，ofo的戴威也是这样，那会儿的企业家都不愿意沾上这原罪。,0,,https://x.com/Michael_Liu93/status/1837440369656820138
1976840972484198467,2025-10-11 02:43:10,discard,日常随笔,1.29,0.03,0.01,,归档记录,968,47,551,686659,前几天从老罗直播间下单了些螃蟹，拍的6.2两的螃蟹，到了觉得咋6两多的螃蟹看着这么小，就买了个称试了下，才3两，客服电话也被打爆了，离谱到家了，老罗真营销人才，渠道和品控做的太差了，我真的好想把素材寄给西贝啊😂 https://t.co/fjE29t7kQo,1,images/1976840972484198467_0.jpg,https://x.com/Michael_Liu93/status/1976840972484198467
1908840605301850163,2025-04-06 11:13:59,discard,日常随笔,1.29,0.53,0.02,,归档记录,153,7,28,57130,见到表哥和VB了，问了两位他们最看好的AI+Crypto应用方向，后面bsc AI黑客松，builder和投资人们可以参考。表哥明显更buyin defai的那一套，看好应用AI于交易，也认为AI会是新的交易侧用户interface；而VB说，他很看好AI应用于DAO治理和隐私，好吧，我的男神还是这么清真，爱了爱了，eth我就先不抄了🥹 https://t.co/k9Q4DV1hNo,1,images/1908840605301850163_0.jpg,https://x.com/Michael_Liu93/status/1908840605301850163
1902349263486775725,2025-03-19 13:19:43,discard,日常随笔,1.28,0.55,0.02,,归档记录,2,1,1,735,@arizygao2009 mcp是实现方式，最终还是得看deliver的defai产品有没有用户价值创造和价值捕获,0,,https://x.com/Michael_Liu93/status/1902349263486775725
1835714469793870001,2024-09-16 16:16:50,discard,日常随笔,1.27,0.02,0.01,,归档记录,6,0,2,1263,@clairexiaotong 我其实有刻意的去让排版的简单一些，每段之间一格，然后也不去用流量更大的分段发，因为我个人觉得这样反倒对读者来说最易读🥲，我作为读者刷twitter看到那种分多段发或者太花里胡哨的就本能的想划走。。。。,0,,https://x.com/Michael_Liu93/status/1835714469793870001
1993271128006295665,2025-11-25 10:50:44,discard,日常随笔,1.24,0.03,0.01,,归档记录,408,27,99,189062,做个好物推荐，前几天被朋友种草了这个叫JSAUX Flipgo的外扩显示屏，非常轻薄，折起来跟个笔记本电脑差不多重，连上电脑就直接变三个屏幕的工作台，而且特别适合mac，一根线解决分屏+充电。这种能把工作台打包带走的产品太适合出差多或者旅居的crypto从业者了。 https://t.co/7qSg5O0SJ2,1,images/1993271128006295665_0.jpg,https://x.com/Michael_Liu93/status/1993271128006295665
1934475857646723126,2025-06-16 04:59:19,discard,日常随笔,1.24,0.15,0.02,,归档记录,56,5,15,21891,同意奶子哥的观点，尤其在推特上产生的矛盾，几乎都是“沟通障碍”导致的，距离和片面的文字会让陌生人本来就有的沟通障碍被进一步放大，特别是在crypto离钱和博弈这么近的地方，很容易勾起人性的恶，嫉妒和攀比心。,0,,https://x.com/Michael_Liu93/status/1934475857646723126
2034091473952776609,2026-03-18 02:16:13,discard,日常随笔,1.24,0.27,0.01,,归档记录,2,0,0,775,@Chrislulu816 确实 我身边做出海的founder全都day1就在搞美国身份 然后也不拿中国钱,0,,https://x.com/Michael_Liu93/status/2034091473952776609
2028389811812548749,2026-03-02 08:39:51,discard,日常随笔,1.23,0.02,0.01,,归档记录,8,0,1,1298,@DARTER928 二战的时候，加拿大的日本人，别管有没有加拿大护照，都被拉去加拿大的集中营了,0,,https://x.com/Michael_Liu93/status/2028389811812548749
2000226175940272332,2025-12-14 15:27:37,discard,日常随笔,1.2,0.45,0.01,,归档记录,268,17,53,59183,最近聊了不少行业的朋友，发现不只是crypto，其实每个新兴行业都有一批特别牛逼的00后或Gen-Z在做企业。好像这个时代出生的人格外的两极化，牛逼的特别牛逼，躺平的也特别躺平。互联网巨大提升了信息获取的效率，而AI相比互联网在信息获取和执行层面直接拉出了一个量级，一个熟练使用AI的年轻人，可能,0,,https://x.com/Michael_Liu93/status/2000226175940272332
2037779031110856772,2026-03-28 06:29:15,discard,日常随笔,1.2,0.12,0.01,,归档记录,249,5,233,190833,有个想不通的地方，特朗普第一届没有开战，且一直把“不开战的总统”当作自己的政绩，到了第二届这是怎么了，又是委内瑞拉、伊朗、古巴的，为什么前面已经有了这么多失败，每任总统总是逃不出把美国卷入战争的命运。,0,,https://x.com/Michael_Liu93/status/2037779031110856772
1832918641630994941,2024-09-08 23:07:12,discard,日常随笔,1.19,0.05,0.02,,归档记录,18,1,5,6487,悟空在死前对围剿他的妖说：“我一直以为，入了仙班，他们就会放过我，也会放过你们”，意蕴是“是妖就会被剿”，而这些大妖如何理解悟空的遗言则与他们自己的结局因果相连：,0,,https://x.com/Michael_Liu93/status/1832918641630994941
2021928681195942395,2026-02-12 12:45:37,discard,日常随笔,1.19,0.35,0.01,,归档记录,9,1,2,3342,@goldendoge888 不用说正经的ai公司会不会发币（美国vc们的钱已经拿不过来了），一个正经点的ai人才都不会想跟crypto沾上关系,0,,https://x.com/Michael_Liu93/status/2021928681195942395
1835577019150844032,2024-09-16 07:10:39,discard,日常随笔,1.18,0.06,0.01,,归档记录,6,0,0,736,@j1_eth 哥们你平行宇宙来的吧？5年前的今天eth一百多，6年前的eth两百多....,0,,https://x.com/Michael_Liu93/status/1835577019150844032
1996528259639697825,2025-12-04 10:33:25,discard,日常随笔,1.17,0.23,0.01,,归档记录,127,1,65,54297,真心建议项目方多找点00后年轻人负责社区、营销、kol合作，官推发再多东西还不如找个年轻人在推上多唧唧歪歪几句，还记得之前sidekick吗，一直觉得@Rita88,0,,https://x.com/Michael_Liu93/status/1996528259639697825
1840413925520908421,2024-09-29 15:30:47,discard,日常随笔,1.16,0.42,0.02,,归档记录,2,0,1,366,@web3foxcn @wobuliangren 主要是钱包最终做成许可器了，变现手段太少,0,,https://x.com/Michael_Liu93/status/1840413925520908421
2001198527112982740,2025-12-17 07:51:23,discard,日常随笔,1.15,0.16,0.02,,归档记录,4,0,1,843,@mmmaone Cursor的毛利都是负的就知道肯定得涨价哈哈,0,,https://x.com/Michael_Liu93/status/2001198527112982740
1821683397217132847,2024-08-08 23:02:21,discard,日常随笔,1.14,0.02,0.01,,归档记录,5,0,1,520,"@TailsWindsFI @thinking_panda If you compare apple to apple, the huangpu river in downtown shanghai is alot cleaner than seine, it’s literally the busiest place in China, there are boats cleaning the river 24/7. Took this picture myself 2 months ago in Shanghai. https://t.co/Cmta75RQtK",1,images/1821683397217132847_0.jpg,https://x.com/Michael_Liu93/status/1821683397217132847
2026504319743438899,2026-02-25 03:47:35,discard,日常随笔,1.13,0.03,0.01,,归档记录,93,1,84,63997,家里很少喝白酒，这次新年回家跟家人把几种类型的白酒都试一遍。尝了茅台五粮液汾酒，感觉最好喝就是清香型的汾酒，喝完会有清甜的后味，其次是五粮液，后味有些杂有股说不上来的胡椒味，而且过于辛辣，茅台最喝不习惯，喝完感觉嘴里臭臭的，酒体粘会糊舌头。为什么味蕾体验跟价格和股价是反着来的😅,0,,https://x.com/Michael_Liu93/status/2026504319743438899
1921583134237188317,2025-05-11 15:08:15,discard,日常随笔,1.13,0.29,0.01,,归档记录,7,0,2,2489,@connectfarm1 @KaitoAI 当创作的价值被算法定义，尤其是站在项目方那一侧的算法，kol的商业化是容易了，散户每天就刷广子吧,0,,https://x.com/Michael_Liu93/status/1921583134237188317
2096923695919051168,2026-09-07 11:29:02,discard,日常随笔,1.11,0.09,0.01,,归档记录,107,11,69,64938,今天看到了这篇musk在2020年说gpt6会比最聪明的人类更强的预测，我不知道今天的ai有没有比最强大脑更聪明，但我能切身感受到自己已经成为与ai协作中的瓶颈了，如果再过五年呢？,0,,https://x.com/Michael_Liu93/status/2096923695919051168
2017893618821001641,2026-02-01 09:31:44,discard,日常随笔,1.11,0.32,0.01,,归档记录,75,2,21,27634,"Moltbook到底是个AI的发币平台、还是个AI发帖的reddit论坛、或是个AI助手都并不重要、甚至moltbook本身都不重要。

重要的是它的概念，“完全脱离人类掌控，让AI自主去协作的网络，完全由智能体构成的社会”

一开始我们害怕他们比我们聪明
现在不仅比我们聪明还在公网自主协作上了",0,,https://x.com/Michael_Liu93/status/2017893618821001641
1939695320134557763,2025-06-30 14:39:36,discard,日常随笔,1.1,0.03,0.01,,归档记录,230,4,55,43613,"你常示人的是什么，就会吸引来什么样的人

想吸引漂亮姐姐，就多些少年气，嘴甜点

想吸引刚毕业的妹妹，就多给她讲讲你的事业和丰富的经历

如果你只能拿出你的钱包你的车和表给女生看，还奢望吸引到的女生爱的是你的人而不是物，确实有些痴人说梦了

交朋友同理",0,,https://x.com/Michael_Liu93/status/1939695320134557763
1956076092160401624,2025-08-14 19:30:57,discard,日常随笔,1.1,0.07,0.01,,归档记录,163,9,94,191885,不是Stonks的签约kol，更没有任何利益相关。单从作为Bruce的朋友和商业常识来说，为了这620w美金去把刚做起来且这么赚钱的业务葬送了，为这点钱搞这么一出累不累？别尼玛扯淡了。,0,,https://x.com/Michael_Liu93/status/1956076092160401624
2036331265297883251,2026-03-24 06:36:21,discard,日常随笔,1.09,0.34,0.02,,归档记录,5,0,2,2157,@DittoJoBrr 我想表达的意思是，给btc做一个strc成立的话，给白银给黄金给铁都能做一个strc,0,,https://x.com/Michael_Liu93/status/2036331265297883251
1956191387063566806,2025-08-15 03:09:05,discard,日常随笔,1.09,0.03,0.01,,归档记录,2,0,1,405,@oya1su @LukeLiu26406547 不是解释了有保密协议不能公开吗？那笔钱要是真没事，报警去啊。资金来源资料不提交，报警也不报警，光发帖子，这是一个正常人资金被冻了的反应吗？,0,,https://x.com/Michael_Liu93/status/1956191387063566806
1855251900473770007,2024-11-09 14:11:36,discard,日常随笔,1.07,0.24,0.02,,归档记录,31,3,17,10416,直接上实操，这个0x东城太守就是个矩阵号，文章全部是搬运别人的，我看liping都中招关注了，直接去他评论区去找别的矩阵号拉黑，然后再去给他评论区留言的人的评论区找矩阵号拉黑，你这种拉黑个三五百个，推就安静很多了。https://t.co/Qc579R4CdJ,0,,https://x.com/Michael_Liu93/status/1855251900473770007
2034632645792207045,2026-03-19 14:06:39,discard,日常随笔,1.07,0.09,0.01,,归档记录,30,0,6,8166,我发现亚洲人，尤其是中国女生普遍都很喜欢买黄金，甚至跟对房子一样有执念，可能是觉得保值有安全感,0,,https://x.com/Michael_Liu93/status/2034632645792207045
1939626568596549944,2025-06-30 10:06:25,discard,日常随笔,1.07,0.13,0.01,,归档记录,21,0,3,4151,@yuyue_chris cfa和证券从业资格都不咋建议考，主要是没啥含金量也学不到什么干货，证券从业资格除非要当基金管理人需要，不过提前刷两天题也就考出来了。,0,,https://x.com/Michael_Liu93/status/1939626568596549944
1982833209101672814,2025-10-27 15:34:10,discard,日常随笔,1.07,0.2,0.02,,归档记录,8,0,3,3110,@pietehao 嘴撸确实很难起号了，本质上还是因为“嘴撸的内容对他人没价值”,0,,https://x.com/Michael_Liu93/status/1982833209101672814
1826056041240645750,2024-08-21 00:37:41,discard,日常随笔,1.07,0.06,0.02,,归档记录,6,0,0,1862,"@Ansdeveur I’m Chinese and I can tell you the translation totally missed the real meaning. For example, the post he says he wants to hire someone to lick him, what the post actually means is he got so much praise that he doesn’t deserve, the game still sucks and he wants to hire more people",0,,https://x.com/Michael_Liu93/status/1826056041240645750
2088112733132886318,2026-08-14 03:57:25,discard,日常随笔,1.06,0.07,0.01,,归档记录,262,5,80,86466,"刚朋友跟我分享了一个有意思的观点，founder娶的老婆或者喜欢的女人是什么类型的透露了很多信息，娶甜妹型、服务型老婆的founder创业都不太行，说明他整体不能让团队比自己更屌，喜欢团队服从和掌控感，牛逼的比如马斯克、比如CZ找的都是旗鼓相当，大女主型的伴侣。

细琢磨琢磨很有道理🤔",0,,https://x.com/Michael_Liu93/status/2088112733132886318
1958405371011420496,2025-08-21 05:46:40,discard,日常随笔,1.06,0.05,0.01,,归档记录,150,6,80,187708,"前几天随口提了一句Stonks不至于为了几百万美金跑路，被骂惨了，现在事情解决了，骂我的人又调转矛头去骂事主了。

“资金有冻结，Bruce一定就是要跑路”
“他说不至于跑路就一定是收了黑钱打广告”
“事主出来澄清了，一定是被收买了”

当你带着偏见和恶意去看任何人和事，结果就已经被自己预设了。",0,,https://x.com/Michael_Liu93/status/1958405371011420496
1940451553799975398,2025-07-02 16:44:36,discard,日常随笔,1.05,0.02,0.01,,归档记录,86,2,36,46675,"一开始做twitter的时候确实会因为被攻击和误解而破防，还会尝试去解释

后来点进这群人的评论区瞬间气就消了

也许生活的不幸已经扭曲了很多人，而放下对他人的恶意是他们的课题，并不是我们的 https://t.co/OgcT6fQfb6",1,images/1940451553799975398_0.jpg,https://x.com/Michael_Liu93/status/1940451553799975398
2065907095183180231,2026-06-13 21:20:08,discard,日常随笔,1.05,0.04,0.01,,归档记录,0,0,0,0,虽然每次开卦算的都还不错，但就算年纪大了也不怎么信八字这些，人生这么美好的原因不就是因为明天的不确定性吗，若我们都是宿命论者，这世界该有多无聊。,0,,https://x.com/Michael_Liu93/status/2065907095183180231
1881769907190423992,2025-01-21 18:24:42,discard,日常随笔,1.05,0.21,0.02,,归档记录,0,0,3,598,@Mango999991 不是内部人士 但我冲的项目基本都得跟dev认识 投币是投人啊😂,0,,https://x.com/Michael_Liu93/status/1881769907190423992
1904411480805757233,2025-03-25 05:54:13,discard,日常随笔,1.04,0.37,0.02,,归档记录,112,8,44,55396,挺好的，分歧是好事，目前只有少部分人相信Crypto的AI能落地。,0,,https://x.com/Michael_Liu93/status/1904411480805757233
1897918221703168374,2025-03-07 07:52:20,discard,日常随笔,1.04,0.07,0.01,,归档记录,58,3,9,15204,@ohyishi 补充个升降桌，对于币圈长期需要枯坐工作的人来说，培养站着工作的习惯真的对身材/健康帮助巨大,0,,https://x.com/Michael_Liu93/status/1897918221703168374
1888158852962804180,2025-02-08 09:32:05,discard,日常随笔,1.04,0.06,0.02,,归档记录,31,1,14,12205,网站、tg、twitter三件套为啥不能再加个dev身份证or 照片？以前大家看这个推改名了几次，以后也可以显示下这个dev创业了几次。,0,,https://x.com/Michael_Liu93/status/1888158852962804180
