id,date,jev_domain,jev_domain_name,jev_depth,jev_is_substantive,jev_has_rule,is_mental_model,is_featured,likes,retweets,replies,views,text,images_count,local_images,url
2083903210121515343,2026-08-02 13:10:16,us_stocks_tech,美股半导体,2.58,0.94,0.05,🧠 核心思维,⭐ JEV精选,245,12,124,86127,"今天跟朋友聊到这轮Crypto抄底该抄什么beta标的，朋友说他在抄MSTR，而在这一点上我们并没有达成共识。

朋友的逻辑是这轮MSTR的市值已经跌破其持有的BTC的价值（nav），现在大概是7折左右，他认为到了下轮牛市高点，这个折扣会消失，变成溢价。

我觉得上轮周期大家普遍把MSTR当作“杠杆BTC”在买，牛市中MSTR有融资能力去持续购买BTC，这个“融资能力”就是其市值对应Nav溢价的来源，在2024年高点时，市值/nav的溢价甚至达到了4倍。

而近期MSTR开始卖币，显然是Saylor也意识到了，这个“持续买买买”的模型是长期跑不通的，因为最终还是要拿钱出来还给债主利息，如果牛市一直在高位追高给全市场抬轿子，那么到了熊市市值跌破nav“丧失融资能力后”，就会被迫低位出手btc去还利息，这就成了高买低卖了。

所以Saylor的方案是什么？在近期Q2的财报中，他说会在未来去参考更多指标去判断周期高低点去做买卖决策。也就意味着，这轮MSTR已经从一家财库公司转变成了“带杠杆的基金公司”。

所以如果MSTR已经变成了一家基金公司，凭什么牛市中市场还会给他这么高的nav溢价？尤其是mstr在过去的每一笔交易中几乎都展示出了极差的建仓判断和极高的磨损成本。

你投MSTR就像你投了一家炒btc的基金公司，这个基金管理人在交易操作中菜的抠脚，且他的所有买卖行为和杠杆都被全市场所关注（意味着买的时候全市场都会尝试抢跑他们，砸的时候全市场都在等它先砸完），那么它凭什么享有很高的溢价？

当然，我认为目前mstr 7折的折扣在牛市中大概率也会被抹平，但与其去投这样一家“基金公司”去帮我炒btc，我可能更愿意相信我自己。",0,,https://x.com/Michael_Liu93/status/2083903210121515343
2080142893617225824,2026-07-23 04:08:07,us_stocks_tech,美股半导体,2.18,0.9,0.06,,⭐ JEV精选,180,17,129,70619,"我觉得spacex这个位置应该至少还有一次腰斩，不是不看好业务或者不看好马斯克，而是spacex的私募轮投资人赚太多了。目前spacex市值1.6万亿美元，粗略估计50%是musk的持股且他不会卖，剩下8000亿美元是其他高管和投资人的，但spacex在上市前只融了100亿美元左右，资本利用效率和资本回报都极高，这80倍的平均浮赢出一半都是4000亿，市场哪里来的4000亿美元的二级资金去承接一只票。

8月开始解锁第一批老股东，还没解锁呢，ipo的资金已经跑路了，我觉得想抄spacex至少要等2年。",1,images/2080142893617225824_0.jpg,https://x.com/Michael_Liu93/status/2080142893617225824
2084916813008384100,2026-08-05 08:17:58,us_stocks_tech,美股半导体,2.13,0.86,0.02,,⭐ JEV精选,11,0,1,3016,@punk2898 现在流通里借来做空的两百多亿，put对应的名义价值两百多亿，假设这里面没有任何一个外部投资人，全都是老股东套保的（实际能有1/3就不错了），还有将近500-600亿，所以1000亿美金已经被市场吃完的依据是？,0,,https://x.com/Michael_Liu93/status/2084916813008384100
2070146612031377774,2026-06-25 14:06:28,us_stocks_tech,美股半导体,2.03,0.92,0.12,🧠 核心思维,⭐ JEV精选,155,11,89,56266,"STRC继续跳水，这种飞轮向下螺旋的时候千万别接飞刀。

现在MSTR面临的窘境：
卖BTC还利息 = 高位建仓，低位割肉
普通股对应btc的nav有折扣时增发mstr买BTC = 减少每股btc含量

在MSTR不解决STRC问题之前，市场是不会形成有效接盘力量的，都在等着雷被拆掉或者雷爆掉。 https://t.co/XjkCtpkImo",1,images/2070146612031377774_0.png,https://x.com/Michael_Liu93/status/2070146612031377774
2074122994251857985,2026-07-06 13:27:11,us_stocks_tech,美股半导体,2.01,0.91,0.02,🧠 核心思维,⭐ JEV精选,156,17,26,174493,买存储股本质上就是在炒存储的商品价格，跟你看涨石油买石油公司本质上没区别。比如美光，过去一年7成的收入增长来源于单位价格涨价，传导到净利润层面，8成来源于单位价格涨价。 https://t.co/4n9A4JjwhJ,1,images/2074122994251857985_0.png,https://x.com/Michael_Liu93/status/2074122994251857985
1991759714041098565,2025-11-21 06:44:55,us_stocks_tech,美股半导体,2.01,0.8,0.02,🧠 核心思维,⭐ JEV精选,8,0,0,1082,"@wf62mm9mxz @follow_clues 我觉得你可能需要理解下convertible debt是什么。

是否转换成股票的权利在债权人，而不是mstr决定，这也是为什么mstr的债大部分都是0利率的。本质上你如果借钱给了mstr，就是把你的债的利息换一个btc的远期期权。",0,,https://x.com/Michael_Liu93/status/1991759714041098565
2097304406316261653,2026-09-08 12:41:51,us_stocks_tech,美股半导体,2.0,0.85,0.03,🧠 核心思维,⭐ JEV精选,149,21,62,92377,"多建了一些BNC的仓位，细说下逻辑：
1. 目前BNC这家美股财库公司持有的bnb大概4个亿美金，但公司市值只有2亿，折扣有50%。
2. 今天four meme发bnc池的meme，然后cz去转发bnc的内容，币安内部想推动BNB DAT的意图很明显了
3. https://t.co/mKTRebHHPV",1,images/2097304406316261653_0.png,https://x.com/Michael_Liu93/status/2097304406316261653
2097256795278622721,2026-09-08 09:32:39,us_stocks_tech,美股半导体,1.99,0.84,0.03,,⭐ JEV精选,63,5,31,22079,"Anthropic第一天保守目标还是3万亿，如果fomo的厉害去个4万亿以上吧

年底1200亿-1300亿美金的arr，3万亿美金也就是25x左右2026 forward P/arr。对比之下BE forward p/s 18x，palantir forward p/s 51x，spcx forward p/s 45x，当时saas泡沫的时候snowflake还有一大堆30-100x p/s的公司。",0,,https://x.com/Michael_Liu93/status/2097256795278622721
2072314736394588353,2026-07-01 13:41:49,us_stocks_tech,美股半导体,1.96,0.87,0.02,,⭐ JEV精选,170,20,79,125982,"Meta宣布开展云业务，市场的反应很有意思，Meta涨了7%，sndk跌了9%，mu跌了7%。

怎么理解？市场本来就没预期Meta的大模型能跑出来，之前买了那么多设备可以卖给其他大模型用了，退出了军备竞赛，减少capex，利润有了保障。",0,,https://x.com/Michael_Liu93/status/2072314736394588353
2086957068058247400,2026-08-10 23:25:13,us_stocks_tech,美股半导体,1.95,0.91,0.03,,⭐ JEV精选,220,41,73,50441,"扫美股标的看基本面的时候我一般会快速扫三个数字，一个是过去三年的毛利率、一个是过去三年的收入增长、最后快速扫一眼过去三年的现金流量表。

毛利率告诉你这是不是一门好生意（持续高毛利一定是对客户有溢价空间，产品有稀缺性和壁垒，甚至有垄断地位的）。",0,,https://x.com/Michael_Liu93/status/2086957068058247400
1875074698020896825,2025-01-03 07:00:19,us_stocks_tech,美股半导体,1.95,0.91,0.02,🧠 核心思维,⭐ JEV精选,115,15,25,144013,"沿着这个思路，看完平台和框架再去看AI应用侧，看好两种：
1. 要么你能切到流动性侧，甚至去切take rate
2. 要么你是用户交互频率最高的（有实用场景的ai agent，这个大概率还是“赚钱”导向的）
3. 当然最好是两个都有，想想上轮的defi，最值钱的uni aave就是离流动性最近且交互频率最高的）",0,,https://x.com/Michael_Liu93/status/1875074698020896825
2034614497114210525,2026-03-19 12:54:32,us_stocks_tech,美股半导体,1.95,0.78,0.03,🧠 核心思维,⭐ JEV精选,2,0,1,994,@0xmao_eth 你把他的preferred share和debt市值也加上了？按照你的逻辑，普通股的飞轮要想转起来，mstr的价值应该要大于btc的nav啊,0,,https://x.com/Michael_Liu93/status/2034614497114210525
