id,createdAt,goldScore,isMilestone,hasArticle,favoriteCount,retweetCount,replyCount,viewCount,text
1913608106275397829,Sat Apr 19 14:58:20 +0000 2025,10.0,True,False,2391,488,203,488203,用雷军的话说，就是不要用战术上的勤奋，掩盖战略上的懒惰。  这个道理我是本科的时候才想明白的。高考前一个月我自认也非常努力，每天早上六点半起床，先刷一套理综卷，再上早自习，满心以为浙大稳稳当当，结果高考最擅长的数学和理综发挥不佳，只上了个普通985。  后来我才意识到，那段时间我以为的努力，更类似于一种机械化的自我感动，一套卷子做完，不会的题看过一遍解析就自认为会了，没有吃透其中原理，也没有举一反三去找相似题目练习。看似刷了很多套试卷，其实解题水平基本在原地踏步。  这样的现象其实生活里比比皆是，很多人确实上进，也充满热忱，但是最终流于表面。什么是真正的努力？是走出自己的舒适区，是深思熟虑后做出艰难的决定，是寻找差异化，是真正花心思动脑子去提高自身。  再举个盯链的例子，很多人觉得一杯茶一包烟电脑桌前坐一天，就是努力，假如还拿不到好的结果，就归因于内幕、运气这些外界因素。殊不知同样是盯链，如果只是盲目枯坐一天又一天，你所消耗的时间并没有给你自身带来长进，而有的人会利用这些时间熟悉最好用的工具、收集自己的聪明钱地址库、分析叙事和注意力对市值上限的影响，了解最热门最能吸引人的话题，长此以往，后者成了面面俱到的打狗高手，你依然是你。  天道酬勤，前提是找对正确的方向，否则只是感动自己。
1804077145754603564,Fri Jun 21 09:01:24 +0000 2024,10.0,False,True,0,0,1,2840,@ParticleNtwrk Congrats!
1900073922693128323,Thu Mar 13 06:38:19 +0000 2025,8.9,False,False,821,94,171,299454,昨天和 @zicai222222 畅聊了一下午，很多话题深有感触，抛砖引玉供大家思考交流：  1、赚到钱以后，还是要提现一部分，改善生活，才能真正体会到赚钱的意义。例如我自己，进币圈的前三年其实也一直在赚钱，也赚到了大钱，但是生活模式几乎没有变化，日复一日枯坐盯链，偶尔会觉得金钱只不过是屏幕上的数字，缺乏实感。而这次Trump交易后选择了更休闲的生活方式，给家人买了房，自己到处购物旅游，才真切体会到努力带来的回报。  2、在币圈，赚过大钱的人很多，能真正守住财富的很少。要用什么样的心态和方法守财，甚至让财富更上一个台阶，需要结合自己的性格和经历，进行深度思考。  3、自己追求的生活到底是什么样的，五年后，十年后希望自己是一个什么样的人。其实我内心一直非常清楚，我的究极人生理想还是希望成为马斯克、雷军这种科技企业家，去做出一些影响世人、改变世界的产品。包括这次半个月的日本之旅，也让我更坚定了这个想法，虽然旅行玩乐很开心，但如果让我以后的人生只做这一件事，我是无法从中持续获得满足和成就感的。  4、币圈很多人的生活质量以及生活经验，和财富是极其不匹配的。这一点我们平时也经常打趣，如果有靠谱的银行卡保险中介、豪车豪宅手表销售、高端旅游定制服务拉进群里，一定可以赚的盆满钵满。导致这个问题的主要因素我觉得是两点，一个是缺乏可靠的渠道，一个是没有时间去钻研，相应的解决方式，要么是通过身边朋友口口相传，要么是找一个能力强、脑子灵光的助理，来协助完成这些琐事。  总之人生嘛，最重要的就是体验。
1899267924931883481,Tue Mar 11 01:15:34 +0000 2025,8.5,False,False,731,46,154,262683,在日本呆了半个月了，从个人视角说一些感想：  1、北海道和东京的街道路面、车辆都非常干净，大阪的小巷子也有随处乱丢的烟头和垃圾。值得一提的是，去过的所有场合的厕所都整洁无异味，并且基本是智能马桶。  2、现代化、国际化，大部分菜单都有英文版，规模较大的店也基本会有一两位懂中文的店员。但也有一些地方和国内相比显得“过时”，比如硬币纸币依然是主要支付手段之一，新干线必须给大行李买票，否则没地方放，一列车又只有三个行李位。  3、非常有礼貌，几乎去过的每家餐厅和酒吧，离开时店员都会鞠躬告别，也经常能看到顾客回礼致意。  4、守规矩到刻板的程度，印象最深的是住的一家高档酒店，晚上希望加一床被子，前台表示只有额外付完整的加床费才行，最后给我们拿了一叠床单。这在国内是难以想象的。  5、东京的美食令我印象深刻，在很多家人均几十几百的店里吃到了惊艳的猪排饭、拉面，寿喜烧等等，而在国内几乎只有人均上千的店，偶尔一两道菜会让我有这种好吃到爆炸的感觉，当然这可能是因为我早就对国内的美食习以为常。另外，在美食如此之多，而且饮食结构包含大量碳水的情况下，日本人却普遍偏瘦，我觉得或许反映出他们骨子里的克制。  6、注重隐私，在便利店和拉面店都能看到用隔板分开的单人座位，更夸张的是，有的公共厕所为了避免尴尬，配了自动播放流水声的设备。  整体来说，无论是居住还是旅行，日本的体验都非常不错，日常生活也很符合亚洲人的习惯，推荐体验。走熊了，谈恋爱，游天地，做喜欢的工作和享受游戏。
1695628109020811686,Sun Aug 27 02:43:39 +0000 2023,8.5,False,False,423,59,127,120797,"最近推特装神弄鬼的越来越多了，要想证明自己玩链上牛逼，最简单直接的方式就是明牌自己正在使用或者至少曾用过的地址，公开透明正是区块链的一大特性，比写一堆字跳大神有说服力的多。  不要看一个人说什么，而要看他做什么，这句话放之四海而皆准。每天分享十几个币事后拿聊天记录证明自己多么早期、马后炮说某个项目属于普通人都应该抓住的捡钱机会，这些话脱离实际操作没有任何意义。  如何控制仓位去平衡胜率和赔率、如何面对跌宕起伏的k线止盈和止损、如何在不确定性中寻求相对确定的机会，才是让你在链上博弈脱颖而出的能力。  Talk is cheap, show me the wallet."
2028382466147545394,Mon Mar 02 08:10:40 +0000 2026,8.0,False,False,521,10,89,90231,最近一直在思考一件事，就是“异想天开”的能力。  我小时候经常会有一些奇思妙想，比如小学的时候在优酷看视频学魔术，会想到将来是不是人人都可以做视频、做课程并以此赚钱；有一次台风天坐三轮车，联想到出租车的乘坐体验也一般，会想到以后会不会有公司用宝马、奔驰来做面向有钱人的出租车业务；看到“贾君鹏你妈妈喊你回家吃饭”这个帖子，会想到这句话这么火，楼主却没有什么好办法享受到热度对应的红利，无法变现。  这些全部都是非常不成熟的想法，但有些时候创新就诞生于这种奇思妙想。而现在我的思维方式似乎越来越框架化了，看到和经历的事情不会再去想是不是还有另一种可能的存在形式。所以我非常渴望接触新领域、新事物，来让自己的脑子重新变得异想天开。  基于此，同时也希望开拓一下自己的投资视野，最近非常想深入了解VC/PE行业，如果能以LP或靠币圈的经历以实习的形式学到东西就最好了，随时欢迎现在或曾经在大机构任职的朋友私信交流。
1842179207008542959,Fri Oct 04 12:25:23 +0000 2024,8.0,False,False,385,74,122,137941,帽子姐 @0xmagnolia 是过去半年我在中文区看到分享干货最多的博主之一，也是把二级指标和链上数据结合起来分析做的最好的交易者之一，更可贵的是她写的教程基本是把思路嚼碎了喂给你，而且都是无偿分享，我觉得没几个人能做到这样。  今天看到她退圈的推文，我也不太清楚到底是因为准备休息一段时间调养身体还是被黑子影响了心态。关于后者我想延伸说一下，估计明眼人也能看出来，中文区有一批人专门开小号带节奏，造谣抹黑各种博主。  这样做的目的是什么呢，除了眼红妒忌之外，说白了就是搞你心态，搞到你降低分享频率或者干脆不分享了，剩下的流量就被它们的矩阵号瓜分了。我随便贴两张图，下面这些清色都是矩阵号，发的内容是抄袭我的推文然后AI洗稿，标配是10万粉，每条推文都会用机器人刷点赞转推，再用矩阵号互相评论，乍一看流量比中文区顶流还大。  大多数原创博主应该都有感受，辛辛苦苦分享一篇推文，哪怕评论9个人是夸你的，但是只要有1个造谣抹黑的也很影响心情。长此以往，本来愿意分享干货的博主渐渐不分享了，中文区的推送时间线就被这种AI矩阵号占据，一些没有分辨能力的新手和国外BD就会把资源倾斜给这些假号，它们的目的就达成了，反正它们只为了坑项目方的推广经费，才不管中文区的死活。
1807368646098038826,Sun Jun 30 11:00:39 +0000 2024,7.9,False,False,227,21,68,229498,这都信的真有点单纯了，一直不知道枪粉到底是什么成分，本来也没必要拆穿人家，不过听朋友说想要获得空投补偿需要在他官网导入私钥，那就涉及安全问题了，还是发个贴。  首先图里的地址是： 0x170a75aa81a7326fe111427f930a54cd08af859c 从图1可以看到ETH和ZK代币数量都对得上。  然后查询这个地址的代币记录： https://t.co/KUvDsZxIkV 会看到图2显示的数据，交易总笔数超过1万笔，交易频率也很高，每几分钟就有一笔，链上经验比较丰富的朋友这时候应该已经大概清楚这个地址的归属了，大概率是交易所或者混币器之类的。  进一步，我们复制一个往该地址存入ZK代币的钱包地址： 第一个钱包存入了403148个ZK，在ETH主网区块浏览器打开该地址： https://t.co/C6WLmOtWUC 可以看到图3显示，该地址是OKX热钱包82号。  无独有偶，我们再随手点开一个存入了1273个ZK的地址，同样在etherscan中打开： https://t.co/Z1QO3Ed0LV 可以看到图4显示，明显是一个OKX充值中转地址。  有趣的是，在枪老师贴图的0x17开头地址交易记录中，任意复制一个ZK链上存入过代币的地址，到主网浏览器查看，都会发现要么没有任何交易记录，要么显示为上述两种情况之一，是OKX热钱包或者OKX充值中转地址。  到这里已经有99%的理由相信该地址是OKX在ZK链上的热钱包地址之一了，还剩1%的可能性是枪老师手眼通天，不仅从ZK项目方成功申诉到大量ZK代币还联系上了OKX，让OKX使用自己的热钱包替他完成“追溯性空投”，不知道你信不信，我反正没信🤔
1664472978665656322,Fri Jun 02 03:24:17 +0000 2023,7.5,False,False,2502,2644,2766,52541,"🚀0xSun x OrdiSat🚀  OrdiSat is giving away 6 WL SPOTS!  To enter: -1. Follow @OrdiSat_io, @0xSunCollab and @0xSunNFT -2. Like and RT -3. Tag 3 friends  Winner will be announced in 12 hours https://t.co/PXBiG7avCC"
1522787247908855808,Sat May 07 03:55:46 +0000 2022,7.5,False,False,1757,1689,2793,0,🚨0xSun x JUKIVERSE🚨 JUKIVERSE is giving away 3 Jukilist WL SPOTS!  To enter: -1. Follow @JukiverseNFT &amp; @limitlessun1 -2. Like and Retweet  -3. Tag 3 friends  Winner will be announced in 48 hours. https://t.co/XH3MTldW1q
