id,createdAt,goldScore,domain,favoriteCount,retweetCount,viewsCount,hasArticle,url,text
1887358576756404449,2025-02-06 04:32,9.4,02_macro_cycles_sun_moon,418,76,286754,False,https://x.com/0xcryptowizard/status/1887358576756404449,除了 btc 以外，99.99% 币的最终宿命都是归零。  为什么有些被夸，有些被骂？  第一，币价 不能上来就一波流，你至少玩几波再死，这也是我说 bn 上的新币，能不能给个二段。  第二，做事 不能像麻吉老薛欧美名人币这些，来了就骗，从没想过“做事”。你做点事，至少散户还能互相cx一下，有希望解套。  能玩的久一点，第一波或者第二波高点稍微高一些，来个10倍，自然大家都夸了。  即使最终都还是归零，也认赌服输了。  有些刚来币圈的兄弟不信，defi那么多基础设施，都有真实收入，美国也开始搞了，未来是星辰大海。  首先，我承认，有的公链和defi是能跨越周期的，有收入的。不过目前为止，回看这些有收入的币，在熊市跌的不比xrp这些老垃圾少。 最终都是叙事，熊市流动性没了，收入从哪来？价值投资，是建立在牛市流动性充沛带来的周期性繁荣之上。  其次，币圈有的应用能否脱离周期，走向实体世界，比如这一轮的美国合规大规模采用？ 也许有，我也希望有，不过没发生的事情，不去猜和自我洗脑了，真的发生了再说。  最后，那巫师你为什么还要玩？有的币能玩1年有的币能玩1个月，尽量找到其中能玩的久一点，高点高一点的币，就够了。  两年前能玩铭文，今年能玩ai，叙事和赛道还在，就好好玩。  认清泡沫拥抱泡沫。  这里依然是全世界最自由的，最狂野的西部世界，对散户来说奇迹也只会发生在这里。
1919657202840723617,2025-05-06 07:35,9.4,02_macro_cycles_sun_moon,416,47,161351,False,https://x.com/0xcryptowizard/status/1919657202840723617,普遍圈内情绪非常失望，主要原因是山寨不涨，财富效应不足导致的。  如果说圈内标的 scam 程度，从 eth ico 开始，也没怎么变过，变的还是流动性。  还有一种观点，说如果流动性来了，币圈才能赚钱，那为啥我不去美股？  其实还是有区别的，流动性来的时候，币圈是可以小资金赚几百倍，这一直是以小搏大的地方。  我倒是觉得这个圈子也没变，财富效应回来，自然信仰就又都回来了，没有社区可以涨出社区，没有叙事可以拉出叙事。  总会有创新的东西配合疯狂上涨，让所有人都相信这次不一样。  即使是流动性不足，依然有人在去年每天10sol本金在pump上印钱。  所以币圈的本质还是个以小搏大的地方，他的特性就是极致的自由和流动性，全球24小时随时可以进来赌一把，现在缺的只是一次放水。  如果没什么本金的年轻人，还是守着币圈找机会，是比较好的出路，至于已经a8/a9以上的，确实在哪都差不多了，甚至币圈的容量导致不如去美股；但如果没那个本金，还是老老实实呆在币圈，更容易看到奇迹。
1913426534310002714,2025-04-19 02:56,9.4,02_macro_cycles_sun_moon,285,41,178605,False,https://x.com/0xcryptowizard/status/1913426534310002714,luce 还是挺值得复盘的一个标的，虽然没交易过，但整个过程都看到了。  速通，二段都有，赚钱是有机会的。 埋的是一直钻着，以及玩三段的。  复盘什么？  第一，复盘当初市场看好的原因，cx说法是，信教的都会买，社区强大二创多，甚至线下也能看到教堂的实体玩偶等。  这些因素现在变了么？对于一个 meme 有用么？  除了“社区”因为价格没了就散了，别的因素没变，证明这些都只是“叙事”罢了。  第二，复盘什么是一个 meme 最本质因素。  既然第一个反思，宣传cx大部分都是无意义的，社区也是跟着价格走的，什么是真正决定性因素？  我认为，要分不同阶段看：  初期，看社区，看热度，看庄的实力。  中期，看上所，看流动性承接。  后期，看是否有足够多大所上了提供流动性基础，看是否独特能符合再次出现的热度，看有没有强庄因为前面两个因素去操盘。 涨了社区自然回来了，否则都是套牢盘而已。  建设有意义么？上大所前有，后面意义不大，现在只有 meme 玩家，没有社区。
1771773239632834736,2024-03-24 05:37,9.4,02_macro_cycles_sun_moon,237,31,360115,False,https://x.com/0xcryptowizard/status/1771773239632834736,最近大家说 btc 生态不行了，我有点不同意见：  🌟对比 defi  我一直说 btc 生态最像上一轮的 defi，对比 defi 几个蓝筹在第一轮拉升之后的洗盘。  yfi（图1）比 ordi（图2）洗的凶狠多了，这一轮由于大家都有经验了，都在抢跑，洗的反而没有之前彻底。  第一轮拉升洗盘后，btc 前高稳住，就是 defi 蓝筹的主升浪； 这也是为什么我拿着 btc 生态的筹码，一点不慌，主升浪还没来呢，别急，兄弟们。  🌟生态内创新和活力  1️⃣资金  近期空投的rsic和runestone的市值都达到几亿美金，这是在符文没出来的情况下，很难把这个叫做“不行了”；  梅林生态进入30多亿美金质押，过去48小时，又跨进去1亿美金以上的btc做流动性；  2️⃣创新  梅林生态内的dapp，在我看来很多都是具备btc生态特性的，不管是社区/公平性/btc主链资产特性等，都是其他链没有的；  420资产 和 rgb++ 分别代表了btc资产发行上，产品与技术上的创新典范；  runes将带来更多来自西方社区的关注。  结论： 在我看来，btc 生态依然是本轮牛市最大 alpha ； 现在所处位置，是主升浪之前的酝酿期，我的生态内筹码都拿的稳稳的。
1752191154257613256,2024-01-30 04:44,9.4,02_macro_cycles_sun_moon,196,60,176864,False,https://x.com/0xcryptowizard/status/1752191154257613256,为何明牌看好音乐盒？  因为： 420 资产与 Merlin chain 的螺旋上升飞轮  何为飞轮？  Merlin chain 上线后的代币公平发射，会带来大量的 tvl 和交互涌入；  由此，生态估值的提升，音乐盒作为第一meme，被重新定价；  音乐盒经过图币互换成为 $tsan ，进入merlin chain 挖矿，会锁住流动性，并且带来新的资金流入需求；  结论： 一旦merlin chain上线，叙事与实际需求互相促进，带来螺旋上升飞轮。  以上分析也适用于蓝盒子和bitmap，这两个资产相当于生态beta。  至于，蓝水晶和智杖，由于来自生态项目发行，比较考验背后发行人的实际运作情况。  下面1月14日的推，彼时音乐盒价格0.006，尽管期间大盘有起伏，目前依然翻倍多，到0.0136 。  https://t.co/DayH1NBRRi
1447055331071127557,2021-10-10 04:24,9.2,02_macro_cycles_sun_moon,58,20,0,False,https://x.com/0xcryptowizard/status/1447055331071127557,我的alpha+beta组合 🧵 1/7 beta配置ETH，几个原因： 1）个人偏好，我是ETH holder，当前crypto的几乎所有创新和新趋势，都来自ETH生态； 2）质押杠杆，ETH比BTC的质押比例更高； 3）匹配alpha，我的alpha选择都在ETH生态，所以beta配置ETH是自然的选择。
1779763228333240550,2024-04-15 06:46,8.8,02_macro_cycles_sun_moon,227,47,263341,False,https://x.com/0xcryptowizard/status/1779763228333240550,行情走到哪？山寨季还有么？币圈山寨a股化？  行情一跌，各种有趣的解释和说法都来了，咱们用数据和图来说话：total3，山寨总市值（去除btc/eth之后的加密总市值）。  可以看到几个数据：  🌟17年顶点300b左右，18年的底部30b左右； 🌟21年顶点1000b左右，22年的底部300b左右； 🌟当前680b左右，前面碰到800b附近开始下跌（上一轮的肩部）。  从这些数据，还可以推出一些有趣的数据：  🌟18年的底部，到21年的顶点，山寨总市值增长30倍； 🌟17年的顶部，到21年的顶点，两次牛顶，山寨总市值总长3倍多； 🌟22年底部，大概到了其上一轮的牛顶市值300b左右。  所以，行情走到哪了？  1️⃣牛顶过了？ 我认为概率不大，山寨总市值甚至还没到上一轮牛顶的，即使已经增加了这么多标的。 大概率，还是牛中。  2️⃣山寨季还有么？ 山寨总市值，和熊市底部比，也只是翻倍多，我觉得这种涨幅就结束，可能性不大。 这轮牛市假设总市值是上一轮的2-3倍，到2t-3t之间看应该也还有3到5倍空间。 大概率，山寨的主升浪还没来，别急。  3️⃣币圈山寨a股化？ 大家对最近bn上币多，市值高，有意见。觉得山寨被吸血不会涨了。 我觉得看总市值就好，不管多少新标的，最终还是体现在总市值上。 总市值还在趴着，牛市不太可能就此结束了。
1791011841646432436,2024-05-16 07:44,8.8,02_macro_cycles_sun_moon,139,20,71444,False,https://x.com/0xcryptowizard/status/1791011841646432436,看价格，现在是 btc 生态的“至暗时刻”。  如果听那些“不拉盘就是垃圾”的喷子们，ordi 3u的时候是最垃圾的时刻。  假如，我们回归最本质的一些简单讨论，我想问几个问题：  🌟问题一：我们需要在 btc 上面发山寨么？  🌟问题二：我们需要 btc 上面的山寨具备智能合约能力么？  🌟问题三：这样的智能合约能力，需要用什么样的路径赋予？  🌟问题四：btc本身是否需要具备原生的智能合约能力，是否需要 btcfi ？  🌟问题五：“btc 生态”广义来看，还包括脱离链的探索，这种探索是否有意义？这是否是mass adoption的一种可能性？  以上问题，不管你是否持有 btc 生态的资产，都可以好好思考一下。  看好，或者不看好，都取决于对以上问题的回答。  看好哪个资产，不看好哪个资产，也取决于对以上问题的回答。  短期看好哪些资产，长期看好哪些资产，同样取决于对以上问题的回答。  其实，很多时候，不需要别人告诉你该怎么做，自己多问几个问题，答案自然就出来了。
2002191395206074856,2025-12-20 01:36,8.8,02_macro_cycles_sun_moon,98,2,31282,False,https://x.com/0xcryptowizard/status/2002191395206074856,群聊汇总  🌟大盘  1️⃣Tom Lee 矛盾预测 - 背景：Tom Lee认为大盘将在26年1月创新高，其旗下分析师预测26年上半年BTC可能跌至6-6.5万美元。 - 观点：有群友认为喊单是为出货，也有群友调侃其新高预测会不断后延。  2️⃣加密市场疲软 - 背景：群友分享市场概述，指出需求下降、ETF净卖出、资金费率下滑。 - 观点：长期持有者开始在弱势中抛售，市场情绪类似2022年初，呈现缓慢泄气、士气衰退的状态。  🌟交易  1️⃣DWF Labs做市风格与DEXE上币 - 背景：DEXE在Bithumb交易所上线，群友指出其由DWF Labs做市并询问开盘做空可能性。 - 观点：DWF Labs风格是“爆拉爆砸、控盘强”，开盘前拉盘，开盘后萎靡，并指出韩国交易所是“出货胜地”。  2️⃣HYPE跌破援助基金平均成本价 - 背景：群友指出，HYPE价格8个月来首次跌破援助基金的平均买入价。 - 观点：该基金以平均23.56美元的价格购入了价值8.78亿美元的HYPE，当前价格低于此成本线。  3️⃣Lighter (LIT) TGE预期与市场影响 - 背景：群友分享了对Lighter代币生成事件(TGE)的预期，提及场外交易(OTC)买家定价在30-40亿美元区间，并讨论了农民(Farmer)的抛售压力。 - 观点：TGE后价格可能面临下行压力，因农民成本不一，部分人会选择卖出。有观点认为，若市场整体疲软，人们可能卖出LIT空投以抄底BTC、ETH等主流币。  🌟空投  1️⃣基于XP的项目（如Based）空投预期与现状 - 背景：群友讨论了Based等项目基于XP（经验值）的空投机制，有人发现自己的XP在应用上显示异常。 - 观点：对Based的空投仍抱有期待，但认为第一季有大量交易量农民，奖励分配可能复杂。同时提到项目重心已转向预测市场和HyENA等其他功能。  🌟杂谈  1️⃣交易所动态与行业事件 - 背景：讨论了Bitfinex宣布将现货、保证金及OTC交易的Maker/Taker手续费全面降至0%，以及抖音发布新规禁止包装数字资产概念发布非法金融内容。 - 观点：将Bitfinex免手续费与2023年币安免BTC交易手续费类比。对于抖音新规，有群友认为这可能影响C2C交易渠道（“看来卡c2c了啊”）。  2️⃣新项目估值崩塌与“土狗”项目 - 背景：群友列举Play AI、Hana Network等多个项目公售估值与当前FDV的巨大落差，质疑“这是人干的事？”。 - 观点：此现象引发了群友对近期新项目质量的普遍质疑，认为很多项目在上月TGE后估值迅速崩塌，并提及有平台专门列出此类“有问题项目”。
1721460517599105235,2023-11-06 09:32,8.8,02_macro_cycles_sun_moon,97,23,95296,False,https://x.com/0xcryptowizard/status/1721460517599105235,很多兄弟对btc生态有看法，主要两个理由：  ✨落后 btc生态的东西eth可以做的更好，包括发币，defi等  ✨中心化 btc生态，尤其brc20依赖中心化是索引，是一种倒退  阐述一下我的看法：  matt huang广为流传的一个对crypto的描述，火星赌场（mars casino）。代表了一种比较主流的描述，即，我们期待cryto未来可以onboard更大体量的资产和用户（来自非cryto星球），但是，现在crypto真正的刚性需求有且只有一个：投机。  针对落后和中心化两个指责，如果你对eth生态和cryto现状足够了解，那么中心化其实无处不在，而如果用变化的眼光看，btc生态一直在发展，并非一成不变。  那么，回到mars casino的叙述，btc生态在这里扮演了什么角色？  未来，onboard更多资产与用户，我们探索的路不限于eth，而是更广泛的选择，比如btc和sol，这些非eth的生态，只会给非crypto星球的人与钱，更多的选择。  如，也许你认为erc721指向ipfs没问题，但是我更喜欢全部metadata铭刻在btc上这个叙事。  现在，作为唯一的强需求，投机。大赌场里已经有了各种游戏，21点老虎机之类。然而以铭刻为核心的brc20和ordinals却带来了新的玩法，类似于赌场里又来了百家乐。  不要去纠结这个东西做defi是不是强于eth，核心是来了新的赌博游戏，这是他繁荣的根本原因。  理解了这一点，就明白，他会一直存在，并且不断发展壮大，换个更本质的视角看btc生态，你会得出完全不一样的结论。
