id,createdAt,goldScore,domainId,favoriteCount,retweetCount,viewCount,hasArticle,url,text
2085975296550056009,Sat Aug 08 06:24:00 +0000 2026,7.4,smart_money_marketmaker,1312,288,1288434,False,https://x.com/0xmagnolia/status/2085975296550056009,"嘿，防止你未来再错过 $BOME  $TRUMP 这样的币，来提醒你下此类币的特点。

1.首先池子要超级无敌大，流动性足以容纳各方做市商进来做市，也方便各大交易所下场抢筹码。 $BOME 最初是1万sol， $TRUMP 是1亿u。trump的池子是天花板级别，所以下一个大池子币，至少需要在当时主流一级代币的十倍及以上。

2.突发上线，打的就是措手不及，只与一个或者几个头部做市商勾兑 比如 @wintermute_t  @jumptrading  @JaneStreetGroup ,  所以开局并不会给你大幅度回撤的机会。他的5min线是呈貔貅形态的。你只有1小时的时间拿到早期筹码，后期想赚大的只能上大仓位，博上交易所前的流动性。

3. 上宇宙所的必然性，当这个币虹吸了当时一级70%的交易量后，交易所不想上都不行，下场抢筹码。交易所是「流量 + 交易量」驱动的平台型生意。这么大的交易量，那它要不要上所吃手续费？（bome是三天上币安，trump是第二天上币安）

4. 发币dev，必须要在某行业是权威，而且是首次发币，必须是第一次，必须是！
因为会跟头部人员做好勾兑，专业性可以打消普通散户进场顾虑，无非谁先后接盘。

祝你未来拿到大结果。"
1850256440373756270,Sat Oct 26 19:21:26 +0000 2024,4.5,smart_money_marketmaker,88,4,97754,False,https://x.com/0xmagnolia/status/1850256440373756270,"1.5 最近由于sol太多闪崩了，散户都被弄怕了，再加之 $ban 没有官推没有网站没有电报，真·CTO，所以散户不敢追高，不敢追高！？懂吗，都怕了，除非上了moonshot才有人后知后觉上车。因为他们需要一个更安全的背书。再者真·CTO避免了官推被封，网站被黑，电报被解散的风险，纯看庄家操盘➕web2热度。再加上 @michaelbouhanna
的背书，我看他妈的谁再玩不同链大小写，直接杀死比赛。

1.6 主要kol 我看到 @connectfarm1 @xiaomucrypto @CryptoYunqi 在推

OK接下来开始说k线跟链上分析"
1796848756421521597,Sat Jun 01 10:18:22 +0000 2024,4.1,smart_money_marketmaker,53,2,125650,False,https://x.com/0xmagnolia/status/1796848756421521597,"来讲一下 $mtl 现在是什么一个🐶8️⃣情况 。这个月的风险及博弈机会。
  1.因为 $mtl 要进行l2迁移，把 $mtl迁移到 @Metal_L2  他们自己的银行层l2，但是coinbase技术垃圾不支持空投置换，所以会在6.14号暂停 $mtl 的交易对。后续交易开不开放只能等cb公告。因为cb这个脑残交易所他不置换新代币，但是会继续把老代币留在交易所进行交易。就像 $tvk 置换 $vanry 其它交易所都置换大半年了，cb到现在还留着 $tvk ，有病。所以等mtl迁移成功后，有可能会重新开放mtl交易，但是是老的mtl。

  2.现在mtl主要交易所是binance upbit coinbase（因为代表了三个地区的散户 国人散户 韩国散户 老美散户），这两天的砸盘主要是老美那边散户恐慌，我关注的几个老美的mtl大多头已经公开清仓。所以老美的散户基本跑了大部分，剩下老美那边的风险就是14号之前会有集中砸盘。造成进一步下跌📉（交易所或是项目方自己砸）

  3.upbit这边监控的几个钱包还在加仓，但不排除砸盘的可能性，关于upbit能不能支持置换只能等公告，因为mtl团队应该是同时跟交易所讨论代币置换，现在只有cb发出通告表示不支持。upbit现在是mtl的最大持仓（70%的mtl），所以理论上应该支持置换，不然白吸筹一年多，upbit的成本价在1.8u附近。

  4.国人这边我观察到的推特上基本就我在公开喊mtl，币安广场搜mtl相关信息都是空头，所以国人在车上的应该很少（只是苦了跟了我这么久的粉丝），币安应该是支持置换的。

  5.一般代币置换之前都有不错的涨幅参考tvk置换vanry，tomo置换Vic都差不多在置换前涨了三倍，但是现在的风险就是怕老美那边14号之前还有一波砸盘。6.23号快照6.26号才置换代币，所以有22天的博弈期。

  6.因为mtl这次置换后就是正儿八经的l2了，用的op超级链技术，base用的就是这个。而且是银行层l2接入现实金融，所以还有rwa的概念。所以上涨预期是有的。但是最关键就看这个月了，有风险有博弈，我是因为成本在1.6左右所以我还没出，赌一把。mtl能不能成，就看这个月。"
1981217368438415789,Thu Oct 23 04:33:24 +0000 2025,3.8,smart_money_marketmaker,1744,438,678955,False,https://x.com/0xmagnolia/status/1981217368438415789,"你们要想清楚要赚谁的钱
1. 10k～500k赚的是各个群，社区互相传播接盘，小车头跟单的钱。
2. 500k～3m 赚的是某几个kol互相传播，车头fomo跟单的钱。
3. 3m～10m 是各大kol集合推送，小游资短暂拉升的钱。
4. 10m～50m是名人强背书，kol集体强力推送，官方机构背书，这时赚信息传播链时效性的钱。
5. 50m～300m，成型的社区，短时期的强共识，不断拉升的fomo情绪，已有大做市商下场操盘。你要赚上交易所等重大利好落地前的钱。
6. 300m～2b，你要赚二级市场以及圈外人的钱。
7.  2b～10b，这已经是各大机构做市商互相接盘的区域了，这时就看你眼界高低了。
说白了能成规模的金狗各方势力缺一不可，只是高度问题，你想抓到百倍的，你玩10k到1m也没问题，就是赚多赚少的问题。每个人有每个人的玩法。但你要清楚你买的这个币，到底可以赚到谁的钱，有时候不要过度幻想。"
1836604854044897628,Thu Sep 19 03:14:54 +0000 2024,3.8,smart_money_marketmaker,403,77,63456,False,https://x.com/0xmagnolia/status/1836604854044897628,"你只要认真使用 @iCryptoAI  你也可以成为链上达人。
  我就拿今天的 $Burger 为例。    @iCryptoAI 简单明了的告诉你大额出售地址，比如这两个地址分别靠🍔获利3.8w刀 2.06w刀0x0c2e08e459fc43ddd1e2718c122f566473f59665
0x5ba31480e0a5101577fbdb0c3eb28bebaf888bc8
  也会标记聪明钱地址 并标注归属。
AI分析也可以为你提供币种的基本概况。我用了快半年了，它手机端电脑适配都不错，我平常上课就用手机端来查聪明钱 巨鲸地址。想用的可以点此🔗https://t.co/m10wLZbybj"
1979424973040292047,Sat Oct 18 05:51:04 +0000 2025,3.8,smart_money_marketmaker,224,18,52739,False,https://x.com/0xmagnolia/status/1979424973040292047,"反正一个币都是做市商来操盘。那社区直接去对接做市商不就行了。 散户不是你cx的对象，你找背景找资源对接几个主动做市商。币价就是越涨才越有散户。至于最后是接盘还是操盘，被接盘的会去找更大的接盘侠。 $neiro $chillguys $aura 怎么做的，你们应该最清楚。还有前天的 $bless  @KaironLabs 你是怎么做的。
 CEX/OTC做市商
 @wintermute_t  @jump_ @DWFLabs
@GSR_io @CumberlandSays
@B2C2Group  @ambergroup_io 
@KaironLabs @cryptonary @CoinLiquidity @gotbit_io @FBGCapital  @FlowTraders @Web3Port_Labs @JaneStreetGroup"
1856225839924629746,Tue Nov 12 06:41:41 +0000 2024,3.4,smart_money_marketmaker,59,4,15759,False,https://x.com/0xmagnolia/status/1856225839924629746,"@hunggudng193260 @binance @okx @Bybit_Official @gate_io @coinbase @upbitglobal @HTX_Global 看完，说要扫链，找到庄地址，加初期拉盘破位速度看这个庄的实力，所有逻辑都要有实际支撑，不止是基经验判断
https://t.co/ZaYmjSoH27"
1808107420146937861,Tue Jul 02 11:56:16 +0000 2024,3.3,smart_money_marketmaker,150,9,129644,False,https://x.com/0xmagnolia/status/1808107420146937861,"3.链上做市商地址

3.1区别于传统二级做市商，链上做市商一般有足够资金量和交易bot（不是那种公开的基本都是私人bot）就能做起来。

3.2怎么分辨是链上做市商地址？
链上做市商的目的是不停地买入卖出，让币价在震荡中上涨并且维持一定的交易量（为了在dex排行榜中有热度），并且洗走短期trader和套利者。

区别于夹子（MEV）的秒买秒卖，链上做市商的bot地址一般买入卖出会间隔几分钟。

3.3链上做市商一般没有明确的体系，一般都是某个要操盘的强庄币的庄内部的成员来做链上做市商。通常也会跟所谓的大户抱团地址一起行动，造成币价短期上涨或下跌。（目的同上）"
2093970164329189536,Sun Aug 30 07:52:45 +0000 2026,3.2,smart_money_marketmaker,254,18,43052,False,https://x.com/0xmagnolia/status/2093970164329189536,"老外都在rh吃成巨人观了，国人还在纠结币圈名声差不差，名声早就是下水道了，还在意有多烂吗？

发现个rh聪明钱地址：0x7e3ba68c49561aae7c23c1d20fef0f1d7615a3ad https://t.co/9g4KqC6n4S"
1806902571506032908,Sat Jun 29 04:08:38 +0000 2024,3.2,smart_money_marketmaker,148,13,47452,False,https://x.com/0xmagnolia/status/1806902571506032908,大部分所谓的聪明钱只是光撒网的老韭菜，你们要监控就专门监控某个币的庄，聪明钱只是trader 庄是builder ，就像hoppy项目方从4.22号转账进来后，一分hoppy都没出（但是他是有其他分钱包的懂我暗示就行） https://t.co/yLkexEVpgm
1837334819623292944,Sat Sep 21 03:35:31 +0000 2024,3.2,smart_money_marketmaker,106,33,36542,False,https://x.com/0xmagnolia/status/1837334819623292944,但凡听说过 $kas 就知道 @CoinLiquidity 的做市商水平，所以 $fac 现在1300w市值，你觉得高吗？ https://t.co/3OvBm6wdm6
1788499795122049235,Thu May 09 09:22:34 +0000 2024,3.0,smart_money_marketmaker,46,4,103780,False,https://x.com/0xmagnolia/status/1788499795122049235,"Qcp 做市 $vanry 的四个地址
0x844FD7bB7d35e773615014c4e90d1671A3279423

0x4A41Ab817d5f2bC71353a2Aa149b598cAC933790

0x197d188218dCF572A1e5175CCdaC783ee0E6734A

0x1235308cd62FBcbef381C0BDAfF012CE520610b1"
1905985993846710744,Sat Mar 29 14:10:47 +0000 2025,2.9,smart_money_marketmaker,441,42,96740,False,https://x.com/0xmagnolia/status/1905985993846710744,"与其等风来，不如自己救自己。

凭什么跟你们签对赌协议，凭什么让筹码给你们。你喜欢自己不会来买吗？

凭什么把定价权交给你们？
当年空坛他们shib能做到，我们凭什么做不到？ @TheRoaringKitty
能跟wsb做到，我们凭什么做不到？

进圈就是为了受这份窝囊气的吗？

凭什么我他妈喜欢的币就要被你们这些杂种做空？!

是不是散户的命不是命，韭菜就是命贱吗？所谓的社区在你们眼里就是纯笑话是吗？

你们先来的人掌握了顶层资源，就能决定我们的生死吗？凭什么？

我🌿你们所有的🐴!我他妈的凭什么要咽下这口气，凭什么任人摆布？

我问你，散户是不是就该低人一等，是不是？"
1856223367705309462,Tue Nov 12 06:31:52 +0000 2024,2.9,smart_money_marketmaker,353,51,115091,False,https://x.com/0xmagnolia/status/1856223367705309462,"勇敢的交易所先享受流动性
@binance 都以身入局两次了， @okx  @Bybit_Official @gate_io @coinbase
@upbitglobal  @HTX_Global ，你们在怕什么？牛市都畏手畏脚的， $neiro 跟 $act 你们看着不眼馋吗？一级市场周期更新迭代那么快，你们是不是也该转变一下思维了。怕被骂？ 你们看看币安把 $neiro 跟 $act 拉服所有人，有几个骂的。你们没实力操盘20m的，那操盘个10m都没实力？"
1836270136564785411,Wed Sep 18 05:04:51 +0000 2024,2.9,smart_money_marketmaker,75,29,75044,False,https://x.com/0xmagnolia/status/1836270136564785411,看 $fac 电报里管理员在跟 CoinLiquidity 做对接，请他们来当做市商。cls一级里著名的做市商了， $kas 跟 $floki 都是他们来操盘的，你们看 $kas 也是那种边磨边涨的线。希望能对接到吧。这是cls的网站https://t.co/D6LiQaoA22 https://t.co/RcBxhOUQGI
2080640613364761082,Fri Jul 24 13:05:53 +0000 2026,2.7,smart_money_marketmaker,146,7,32272,False,https://x.com/0xmagnolia/status/2080640613364761082,@heyibinance 2000u总不能开高倍杠杆翻身吧，合约大神就那么几个。21年bsc的环境很好，就像现在的sol， @toly 吐不吐痰都没人管他，纯素质问题。大家照样玩robinhood也是， @vladtenev 不吐痰， pons照样拉，PVE是能成立的。bsc我希望你们找个专业的人来负责，拉出一个不需要你们背书的币，bsc环境就会好很多。
1820117860834021635,Sun Aug 04 15:21:28 +0000 2024,2.7,smart_money_marketmaker,24,4,9634,False,https://x.com/0xmagnolia/status/1820117860834021635,"vanry做市商qcp的七个地址
0xD72FAD4f59Ba5BD146FA383370B6E2DA32a6c712

0x8DE5B80a0C1B02Fe4976851D030B36122dbb8624

0x1Ecab6e8b8c3815CBf3686F4Ab972C0529941C6F

0x844FD7bB7d35e773615014c4e90d1671A3279423

0x4A41Ab817d5f2bC71353a2Aa149b598cAC933790

0x197d188218dCF572A1e5175CCdaC783ee0E6734A

0x1235308cd62FBcbef381C0BDAfF012CE520610b1"
1620665885945114626,Wed Feb 01 06:10:32 +0000 2023,2.6,smart_money_marketmaker,13,2,5002,False,https://x.com/0xmagnolia/status/1620665885945114626,(2)在21年末VR跟web3概念赛道并没有点燃整个行业，而high在21年末上市了币安，还是high第一个上市的交易所，所以币安坐庄的可能性很大，且Meta的改名算是一个风向标，VR赛道的爆发是必然的。所以这是我熊市的时候第一个埋伏的币。
1952359995976138834,Mon Aug 04 13:24:30 +0000 2025,2.5,smart_money_marketmaker,20,0,7041,False,https://x.com/0xmagnolia/status/1952359995976138834,@CheungShubo 看你胆量了，如果这个币是长期看好的，那么这些短线波段的操作都是为了增加筹码，那么可以在真破位的时候继续加仓，如果只是为了波段套利，那么在第一个插针，一般比第一个15m开始有30%涨幅的插针，那么就开始出货，在跌倒第四根15m涨点前出完。然后等真跌破抄底
1833108330249933278,Mon Sep 09 11:40:58 +0000 2024,2.5,smart_money_marketmaker,3,1,1138,False,https://x.com/0xmagnolia/status/1833108330249933278,@lalalal76773309 rndr是因为jump做市，它的风格就是这样，你看inj不也是吗，直接破了21年的新高，但这是个例，山寨季至少50%币要破前高，就算市场轮动，也得轮完，做市商不是没钱了，只是现在避险外汇波动，流动性会回来的
1806931129561415746,Sat Jun 29 06:02:07 +0000 2024,2.4,smart_money_marketmaker,57,3,15980,False,https://x.com/0xmagnolia/status/1806931129561415746,一级强庄操盘的币，庄不可能只有一个地址的。光hoppy我监控的疑似庄的就有7个钱包，包括早期低价筹码地址，链上做市商地址，大户报团地址，分散钱包出货地址。 https://t.co/Ta81W1ZcoB
2095702655507321248,Fri Sep 04 02:37:04 +0000 2026,2.3,smart_money_marketmaker,188,0,62029,False,https://x.com/0xmagnolia/status/2095702655507321248,没搞懂 @binance 不上rh的币就算了，你他妈的连robinhood的充提到现在都没开？不想干了？ https://t.co/rqHvvpJ3yY
1871525091705811340,Tue Dec 24 11:55:27 +0000 2024,2.3,smart_money_marketmaker,174,31,39666,False,https://x.com/0xmagnolia/status/1871525091705811340,"F*** Binance Alpha, TikTok is the real Alpha. https://t.co/Mh2LQChk6N"
1920431797466509500,Thu May 08 10:53:15 +0000 2025,2.0,smart_money_marketmaker,64,0,13744,False,https://x.com/0xmagnolia/status/1920431797466509500,@cz_binance 该上个币了吧表哥，点燃一下市场，但凡你从alpha里挑一个呢 https://t.co/f5Bla9xbAa
2084269346336256379,Mon Aug 03 13:25:10 +0000 2026,2.0,smart_money_marketmaker,36,1,4008,False,https://x.com/0xmagnolia/status/2084269346336256379,@Gate_zh 好歹是个二线所，为了不赔付170wu掰扯一个多月，受舆论影响用户提走的钱你们自己算，私底下解决早就没这事了，你们公关真的脑残，熊市还这样跟用户作对，多少二三线交易所倒闭被收购，你们自己不慌吗
1890597895251886555,Sat Feb 15 03:03:58 +0000 2025,2.0,smart_money_marketmaker,13,1,4592,False,https://x.com/0xmagnolia/status/1890597895251886555,@MarkG459 @GSR_io 三个做市商具象化表现@QCPgroup @Official_Upbit  @GSR_io  mtl还能怪eth疲软毕竟是l2，vanry做l1这么拉胯就是做市商废物，om做rwa公链，其实rwa没什么讨论度就是纯 @GSR_io  强
1836614438847209888,Thu Sep 19 03:52:59 +0000 2024,2.0,smart_money_marketmaker,3,0,5772,False,https://x.com/0xmagnolia/status/1836614438847209888,@wangcy92 @iCryptoAI 免费够用了，因为dex那个聪明钱跟地址可以看的，觉得真的有用再订阅，不然得不偿失
1820119961018540267,Sun Aug 04 15:29:49 +0000 2024,2.0,smart_money_marketmaker,3,0,837,False,https://x.com/0xmagnolia/status/1820119961018540267,"@xiaobaicai30595 @ykpfx 0x2f448caad2fc3994bd2de4f59114c86fea9ae68f
可能是做市商要不然就是波段狗"
1805950452141531533,Wed Jun 26 13:05:15 +0000 2024,2.0,smart_money_marketmaker,0,0,657,False,https://x.com/0xmagnolia/status/1805950452141531533,@pengdang1 @HuLu2Coin @wangwangjun18 它有什么资格跟rndr比，rndr是苹果官方合作伙伴，还是jump做市商，经历过上个熊市洗盘，它拿什么跟rndr比
1817037455662735699,Sat Jul 27 03:21:03 +0000 2024,1.9,smart_money_marketmaker,88,7,41840,False,https://x.com/0xmagnolia/status/1817037455662735699,"国人聪明钱（不是内幕就是dev）
0x1a6cbab91905a099c0ad11ca7bddf7658a6e6dd4"
2062361287368327215,Thu Jun 04 02:30:22 +0000 2026,1.9,smart_money_marketmaker,81,7,72196,False,https://x.com/0xmagnolia/status/2062361287368327215,sol的交易所可能会是bp，加入观察列表
1818889069822353694,Thu Aug 01 05:58:42 +0000 2024,1.9,smart_money_marketmaker,45,5,22286,False,https://x.com/0xmagnolia/status/1818889069822353694,peipei聪明钱地址:0x89188de1eae4bccf97973e05ded9949362e376c1
2083927115347763611,Sun Aug 02 14:45:16 +0000 2026,1.8,smart_money_marketmaker,136,9,54928,False,https://x.com/0xmagnolia/status/2083927115347763611,烂完了，完全下水道，猩红腐败 @cz_binance @heyibinance 这不大清洗？他们都在你们头上拉屎了。
1938587148363698401,Fri Jun 27 13:16:08 +0000 2025,1.7,smart_money_marketmaker,27,0,3305,False,https://x.com/0xmagnolia/status/1938587148363698401,@Jo_Web3 @binance @coinbase https://t.co/UPDDwefrCJ
2059329838973075863,Tue May 26 17:44:28 +0000 2026,1.7,smart_money_marketmaker,16,0,3167,False,https://x.com/0xmagnolia/status/2059329838973075863,@binance https://t.co/RlwFWpGYaT
1840954650830520485,Tue Oct 01 03:19:26 +0000 2024,1.7,smart_money_marketmaker,6,0,3242,False,https://x.com/0xmagnolia/status/1840954650830520485,@wkixn2002 @Gcm_10X @Bugstrade @smidgeeth 交易所热钱包 https://t.co/HtWfPKIGaY
1770612676189897096,Thu Mar 21 00:45:33 +0000 2024,1.7,smart_money_marketmaker,4,0,14273,False,https://x.com/0xmagnolia/status/1770612676189897096,@CatizenAI 太上头了，一天都没打开交易所了🤤，猫咪拯救世界! https://t.co/TY1nPBYJy9
1856756422689845482,Wed Nov 13 17:50:02 +0000 2024,1.6,smart_money_marketmaker,13,1,2563,False,https://x.com/0xmagnolia/status/1856756422689845482,@OxChadeth @ff980816 @BreanneCha26653 @yinchaoji @MustStopMurad 反正筹码是收够了，拉起来很快，只缺一个爆点，等不住可以选择你看好其他代币
1789696799437115414,Sun May 12 16:39:02 +0000 2024,1.6,smart_money_marketmaker,7,0,1425,False,https://x.com/0xmagnolia/status/1789696799437115414,@hsbichsi 像coinw lbank pionex等等这样的小所都没用，给钱就能上，tg里都有价格表，至少要上了 gate bitget这种二线交易所才有看k的价值，懂了吗，我懒得劝了
